,photo_id,density_10m,density_100m,density_500m
0,6939438727,13,601,16856
1,6793329896,13,601,16856
2,6793339738,13,601,16856
3,6793343870,13,601,16856
4,6793352370,11,580,16585
5,6793355424,44,1285,23864
6,6939487169,176,1477,24551
7,6793377402,176,1477,24551
8,6793380588,176,1477,24551
9,6939496117,176,1477,24551
10,6793388116,176,1477,24551
11,6939502027,176,1477,24551
12,6939504521,176,1477,24551
13,6939507481,176,1477,24551
14,6793400834,176,1477,24551
15,6793403048,176,1477,24551
16,6940098573,19,838,10480
17,6940098865,19,838,10480
18,6940099383,19,838,10480
19,6793994876,16,2098,21760
20,6794049960,326,10367,31000
21,6940165255,326,10367,31000
22,6794051258,326,10367,31000
23,6940165895,326,10367,31000
24,6940166325,326,10367,31000
25,6794074390,262,12116,30664
26,6794074806,262,12116,30664
27,6940246697,262,12116,30664
28,6794132942,262,12116,30664
29,6794133154,262,12116,30664
30,6794133452,262,12116,30664
31,6940247651,262,12116,30664
32,6794133980,262,12116,30664
33,6794275350,2,6,25
34,6794277806,1,3,5
35,6940510901,2,157,4128
36,6794495678,261,4746,24728
37,6940842403,2,764,2318
38,6941425991,34,891,8094
39,6941781973,63,1689,24957
40,6795671922,67,1682,24958
41,6941906591,12,558,19444
42,6942085341,48,2021,11797
43,6796053558,1,1,138
44,6942168193,4,117,159
45,6796054236,4,117,159
46,6796054548,4,117,159
47,6942169119,4,117,159
48,6796279876,102,3147,21834
49,6796306328,79,2593,19848
50,6796308588,99,2582,19846
51,6796311056,81,2598,19791
52,6942426541,79,2593,19848
53,6942428893,71,2592,19862
54,6796340034,68,2607,19884
55,6796349670,72,2593,19854
56,6796352112,72,2598,19848
57,6796360478,79,2593,19848
58,6796377126,7,338,7621
59,6796586362,79,2593,19848
60,6942706757,671,7974,21550
61,6942708803,671,7974,21550
62,6796597586,671,7974,21550
63,6796599620,671,7974,21550
64,6942715325,671,7974,21550
65,6796604216,671,7974,21550
66,6796606648,671,7974,21550
67,6942722719,671,7974,21550
68,6942724983,671,7974,21550
69,6942727125,671,7974,21550
70,6796615212,671,7974,21550
71,6942731249,671,7974,21550
72,6942733951,671,7974,21550
73,6944496507,671,7974,21550
74,6944499413,671,7974,21550
75,6798388580,671,7974,21550
76,6798391526,671,7974,21550
77,6798394620,671,7974,21550
78,6798397210,671,7974,21550
79,6944513515,671,7974,21550
80,6798402686,671,7974,21550
81,6944519255,671,7974,21550
82,6944522363,671,7974,21550
83,6944524759,671,7974,21550
84,6944528393,671,7974,21550
85,6798417088,671,7974,21550
86,6798422202,671,7974,21550
87,6798429906,671,7974,21550
88,6798432256,671,7974,21550
89,6798434598,671,7974,21550
90,6798436546,671,7974,21550
91,6944551901,671,7974,21550
92,6798442034,671,7974,21550
93,6944557981,671,7974,21550
94,6798447628,671,7974,21550
95,6798450418,671,7974,21550
96,6798452878,671,7974,21550
97,6798455972,671,7974,21550
98,6944574811,671,7974,21550
99,6944577395,671,7974,21550
100,6798466524,671,7974,21550
101,6944582613,671,7974,21550
102,6944584989,671,7974,21550
103,6944588127,671,7974,21550
104,6798478058,671,7974,21550
105,6798481142,671,7974,21550
106,6798484184,671,7974,21550
107,6944600363,671,7974,21550
108,6798490210,671,7974,21550
109,6944607357,671,7974,21550
110,6944610523,671,7974,21550
111,6798500634,671,7974,21550
112,6944617423,671,7974,21550
113,6944620237,671,7974,21550
114,6798511222,1,186,2830
115,6944624561,5,216,2238
116,6944625499,9,334,2309
117,6798513000,9,334,2309
118,6944626899,671,7974,21550
119,6944627791,22,935,3041
120,6798514992,3,101,2464
121,6944628403,3,101,2464
122,6944628621,3,27,2206
123,6944649279,3,27,2206
124,6944629831,166,5825,26740
125,6944630075,671,7974,21550
126,6944630647,166,5825,26740
127,6944631065,492,4256,34124
128,6944632145,838,11414,31369
129,6944633053,88,12183,31266
130,6944634045,520,11780,30222
131,6944635743,7,1082,26471
132,6798523420,671,7974,21550
133,6944636849,71,1686,10971
134,6944637059,1,64,4198
135,6944637583,2,12,3081
136,6798524778,2,12,3081
137,6798525332,35,585,19390
138,6798526166,48,1839,22463
139,6798527096,48,1839,22463
140,6944640409,671,7974,21550
141,6944641075,48,1839,22463
142,6798529326,17,652,22346
143,6944643123,671,7974,21550
144,6944643331,26,1135,21202
145,6798531320,19,7161,21039
146,6944645635,19,7161,21039
147,6944645771,671,7974,21550
148,6798533158,5,1111,36122
149,6944648735,3,1522,31818
150,6798536484,671,7974,21550
151,6798540172,671,7974,21550
152,6798543430,671,7974,21550
153,6944660419,671,7974,21550
154,6798550066,671,7974,21550
155,6944756031,112,1356,19965
156,6798661230,4,566,21712
157,6798672878,6,712,19563
158,6945062899,309,11438,30371
159,6945763963,1802,2430,10014
160,6800056078,1,4,78
161,6800056662,1,6,72
162,6800577030,1017,11221,31228
163,6946691473,1264,11407,31262
164,6800752210,482,10791,30039
165,6946889501,1,5,25
166,6800899750,86,2733,24361
167,6947645763,1,1,3
168,6947873915,2,877,27339
169,6947939787,11,5019,26204
170,6801846294,12,643,25710
171,6948502367,103,1818,25796
172,6948515725,140,1902,25803
173,6802988820,28,2597,23792
174,6949156705,25,12186,32272
175,6803434616,1,1,1
176,6949974743,37,562,19336
177,6804043224,253,5691,26161
178,6950450573,17,1209,26454
179,6804348498,43,1162,26192
180,6804361054,1,2,1294
181,6951390269,1,59,210
182,6805276170,1,104,209
183,6951390761,1,59,217
184,6951391073,1,6,1114
185,6951394033,2,4,8
186,6805280696,3,3,7
187,6951397143,3,3,7
188,6951398871,2,2,9
189,6805285818,2,2,9
190,6805287212,2,4,8
191,6805288286,1,1,16
192,6805289786,1,4,9
193,6951406189,1,2,12
194,6805292760,2,68,4110
195,6951407789,1,2,12
196,6805294708,1,4,9
197,6805295864,1,5,9
198,6951411699,3,3,7
199,6805298416,1,2,2
200,6951415485,1,2,2
201,6951416723,1,4,9
202,6805481200,39,1165,26300
203,6805502224,1,1,1
204,6806187608,1,33,3865
205,6806189684,1,34,3916
206,6952305631,1,41,4008
207,6806194946,4,32,3818
208,6952310543,3,31,3883
209,6952312519,3,31,3804
210,6952314771,5,31,3862
211,6952691163,2,877,27339
212,6953973761,779,10466,31008
213,6856974495,884,11608,31805
214,6955206105,1,2,12
215,6809097762,1,1,12
216,6809218456,2,178,3576
217,6809972208,1077,11617,31511
218,6856985191,74,774,22116
219,6956492829,1,996,27666
220,6810383792,2,1501,20490
221,6956767535,5,1992,32501
222,6956778665,162,4715,24791
223,6810670588,98,4685,24861
224,6810699364,162,4715,24791
225,6956810373,162,4715,24791
226,6956811767,21,238,12099
227,6956813561,21,238,12099
228,6810704650,21,238,12099
229,6810705614,21,238,12099
230,6956817785,691,7731,21405
231,6956818987,691,7731,21405
232,6956820205,691,7731,21405
233,6956821601,691,7731,21405
234,6956823025,691,7731,21405
235,6956824213,691,7731,21405
236,6810715328,691,7731,21405
237,6810716484,691,7731,21405
238,6956827567,691,7731,21405
239,6810718794,691,7731,21405
240,6810720078,691,7731,21405
241,6956831405,691,7731,21405
242,6810722468,691,7731,21405
243,6957029835,6,661,7179
244,6811453654,1,50,2767
245,6811453660,1,100,2445
246,6856988397,13,968,8183
247,6811984354,51,51,51
248,6958428297,2,218,3582
249,6812432560,1,10,508
250,6958952847,10,674,7152
251,6856997125,280,1091,4351
252,6959467881,29,934,7367
253,6813468942,1,1,3
254,6959811945,16,4508,24964
255,6813699574,25,4090,33684
256,6959813997,37,3823,35385
257,6813703882,25,63,356
258,6813704704,18,1604,24979
259,6959819157,90,2436,23955
260,6813706478,18,4622,24976
261,6813707362,18,4622,24976
262,6813708370,18,4622,24976
263,6959823007,18,4622,24976
264,6813710212,18,4622,24976
265,6813710852,18,4622,24976
266,6813711796,18,4622,24976
267,6959826423,18,4622,24976
268,6959827043,18,4622,24976
269,6959827987,18,4622,24976
270,6813715286,18,4622,24976
271,6959829745,162,4715,24791
272,6960016307,6,661,7179
273,6857019269,447,881,2369
274,6961019503,1,3,5
275,6961516035,11,373,6193
276,6961516123,11,373,6193
277,6815400488,11,373,6193
278,6815400642,11,373,6193
279,6815400704,11,373,6193
280,6961516663,11,373,6193
281,6815701030,1,1,1
282,6857031967,3,65,4888
283,6816050706,9,9,111
284,6816052854,9,9,111
285,6816054232,9,9,111
286,6962188143,9,9,111
287,6816074280,9,9,111
288,6962192897,9,9,111
289,6962627493,14,1747,25796
290,6962630077,228,5078,25048
291,6962836479,18,2433,23585
292,6962837251,18,400,6819
293,6857038401,25,2381,18959
294,6857044931,123,2572,19705
295,6965611805,1,1,11
296,6857054077,122,2421,21819
297,6820415844,8,3385,30299
298,6820416050,8,3385,30299
299,6966537119,8,3385,30299
300,6820431194,2,141,15766
301,6966910639,278,5819,25680
302,6813715958,103,8114,21702
303,6967350937,1,1358,19047
304,6967984941,352,11507,30564
305,6821867508,48,5658,26316
306,6857072131,218,7894,21615
307,6822657780,1,6,90
308,6968938733,1,7,68
309,6968938859,1,11,73
310,6822815444,1,7,77
311,6823132288,111,7961,21710
312,6969289813,53,9466,30360
313,6823176300,3,15,85
314,6969302845,1,244,5332
315,6857074857,21,6184,21984
316,6824119534,77,1185,4272
317,6970992005,1802,2430,10014
318,6825196732,1802,2430,10014
319,6857077465,33,622,14518
320,6971993535,1,1,3
321,6825959036,3,318,20847
322,6826375300,782,4974,24805
323,6826778548,4,359,27970
324,6857103969,55,832,26173
325,6827125490,20,44,656
326,6973295769,318,11880,30218
327,6827414870,2,311,784
328,6827441968,6,127,7023
329,6827449816,75,77,111
330,6973570533,75,77,111
331,6973571467,75,77,111
