,photo_id,density_10m,density_100m,density_500m
0,9184106437,346,11426,32539
1,9184105737,346,11426,32539
2,9184104627,346,11426,32539
3,9184103357,346,11426,32539
4,9184102557,346,11426,32539
5,9186321580,346,11426,32539
6,9186320324,346,11426,32539
7,9184099129,346,11426,32539
8,9186318498,346,11426,32539
9,9186317464,346,11426,32539
10,9186316268,346,11426,32539
11,9184094817,346,11426,32539
12,9186313850,346,11426,32539
13,9186313000,346,11426,32539
14,9184091425,346,11426,32539
15,9186311030,346,11426,32539
16,9186310502,346,11426,32539
17,9184089473,346,11426,32539
18,9186308804,346,11426,32539
19,9186307854,346,11426,32539
20,9184087027,346,11426,32539
21,9186306084,346,11426,32539
22,9184085051,346,11426,32539
23,9186304374,346,11426,32539
24,9186303786,346,11426,32539
25,9186303016,346,11426,32539
26,9184081405,346,11426,32539
27,9184080829,346,11426,32539
28,9184079987,346,11426,32539
29,9184078933,346,11426,32539
30,9186297848,346,11426,32539
31,9184077223,346,11426,32539
32,9184076413,346,11426,32539
33,9186295432,346,11426,32539
34,9184074919,346,11426,32539
35,9184073421,346,11426,32539
36,9184072641,346,11426,32539
37,9184072113,346,11426,32539
38,9184071381,346,11426,32539
39,9184070699,346,11426,32539
40,9184069767,346,11426,32539
41,9184068851,346,11426,32539
42,9184067981,346,11426,32539
43,9186287186,346,11426,32539
44,9186286310,346,11426,32539
45,9184065685,346,11426,32539
46,9184065197,346,11426,32539
47,9186283594,346,11426,32539
48,9184062991,346,11426,32539
49,9184061671,346,11426,32539
50,9184061147,346,11426,32539
51,9184060259,346,11426,32539
52,9184059451,346,11426,32539
53,9186278742,346,11426,32539
54,9184058131,346,11426,32539
55,9184057327,346,11426,32539
56,9184056575,346,11426,32539
57,9186275714,346,11426,32539
58,9184055081,346,11426,32539
59,9184054237,346,11426,32539
60,9184053337,346,11426,32539
61,9186271088,346,11426,32539
62,9184051745,346,11426,32539
63,9186270724,346,11426,32539
64,9186270074,346,11426,32539
65,9186269406,346,11426,32539
66,9184049031,346,11426,32539
67,9184048311,346,11426,32539
68,9186267338,346,11426,32539
69,9184046721,346,11426,32539
70,9186265938,346,11426,32539
71,9186265372,346,11426,32539
72,9184043827,346,11426,32539
73,9186262126,346,11426,32539
74,9184041429,346,11426,32539
75,9186260010,346,11426,32539
76,9186259662,346,11426,32539
77,9184039567,346,11426,32539
78,9186258758,346,11426,32539
79,9184038531,346,11426,32539
80,9186257204,346,11426,32539
81,9186256882,346,11426,32539
82,9186255726,346,11426,32539
83,9186255260,346,11426,32539
84,9186254808,346,11426,32539
85,9184034721,346,11426,32539
86,9186253322,346,11426,32539
87,9184031749,346,11426,32539
88,9186250870,346,11426,32539
89,9186249338,346,11426,32539
90,9186248944,346,11426,32539
91,9184028727,346,11426,32539
92,9186248034,346,11426,32539
93,9186247512,346,11426,32539
94,9186247044,346,11426,32539
95,9186245972,346,11426,32539
96,9184022153,346,11426,32539
97,9184018087,346,11426,32539
98,9184014051,346,11426,32539
99,9186229558,346,11426,32539
100,9184005815,346,11426,32539
101,9184001641,346,11426,32539
102,9183997807,346,11426,32539
103,9186213474,346,11426,32539
104,9183989455,346,11426,32539
105,9186205566,346,11426,32539
106,9183981635,346,11426,32539
107,9186193842,346,11426,32539
108,9186189828,346,11426,32539
109,9183966859,346,11426,32539
110,9183963265,346,11426,32539
111,9186175630,346,11426,32539
112,9183940991,346,11426,32539
113,9186153880,346,11426,32539
114,9183927217,346,11426,32539
115,9183920325,346,11426,32539
116,9183913693,346,11426,32539
117,9183906543,346,11426,32539
118,9186119050,346,11426,32539
119,9183891181,346,11426,32539
120,9183883881,346,11426,32539
121,9183877085,346,11426,32539
122,9186090922,346,11426,32539
123,9183862745,346,11426,32539
124,9183856343,346,11426,32539
125,9186069872,346,11426,32539
126,9183847267,346,11426,32539
127,9183840315,346,11426,32539
128,9183833031,346,11426,32539
129,9186045282,346,11426,32539
130,9186043200,346,11426,32539
131,9186031138,346,11426,32539
132,9183806085,346,11426,32539
133,9186018156,346,11426,32539
134,9186003524,346,11426,32539
135,9183781577,346,11426,32539
136,9185993634,346,11426,32539
137,9185985936,346,11426,32539
138,9183759159,346,11426,32539
139,9185970860,346,11426,32539
140,9183744353,346,11426,32539
141,9183730039,346,11426,32539
142,9185941744,346,11426,32539
143,9184187881,1,2,27
144,9186409704,115,12177,31304
145,9187421666,1,1,1
146,9187535936,1,2,3
147,9188172526,31,852,38874
148,9191364336,8,518,24125
149,9192320582,1,1,1
150,9147575050,67,2880,25968
151,9194850148,2,2,9
152,9196129112,1,6,44
153,9196129310,1,6,69
154,9193926383,658,5073,24851
155,9196820674,2,19,138
156,9194026101,2,19,138
157,9196973108,7,23,4512
158,9196970378,7,23,4512
159,9194175671,7,23,4512
160,9194171807,7,23,4512
161,9194168567,7,23,4512
162,9194253555,7,23,4512
163,9197041568,7,23,4512
164,9197103770,2,481,8639
165,9194310679,2,481,8639
166,9197849082,19,1761,8646
167,9195106395,19,1761,8646
168,9195101677,19,1761,8646
169,9195097609,19,1761,8646
170,9195089579,19,1761,8646
171,9195084167,19,1761,8646
