,photo_id,density_10m,density_100m,density_500m
0,26888314764,559,1667,25381
1,27398652992,559,1667,25381
2,27463248416,559,1667,25381
3,27463254356,559,1667,25381
4,26888329984,559,1667,25381
5,27220635320,559,1667,25381
6,26890396963,1,1,11
7,27427299751,55,2008,20376
8,27464754196,311,12249,30753
9,27464769646,303,12287,30722
10,27427322421,63,10410,30334
11,27427344551,68,4209,34188
12,27222249720,129,4858,29475
13,26889915144,279,4331,31800
14,27400225532,279,4331,31800
15,27464838736,2,773,22423
16,27464844636,9,1146,25432
17,27427401831,267,12251,30773
18,27466645676,559,1667,25381
19,26893239193,559,1667,25381
20,27466682346,559,1667,25381
21,27501113505,559,1667,25381
22,27429238431,559,1667,25381
23,27429246871,559,1667,25381
24,27501156085,559,1667,25381
25,27224234770,559,1667,25381
26,27466741586,559,1667,25381
27,27224263980,559,1667,25381
28,27501212835,559,1667,25381
29,26892915324,932,11270,31023
30,27225513940,2,156,2639
31,27504070075,89,1740,24174
32,27480833636,6,881,24955
33,27480834796,86,1442,27290
34,27480836026,86,1442,27290
35,27480837136,86,1442,27290
36,27517178795,1,2,3
37,27519945635,3,248,1615
38,27244065840,1,64,10824
39,27448987561,589,7801,21416
40,27486732146,589,7801,21416
41,27486744976,589,7801,21416
42,27486763126,589,7801,21416
43,26912170374,3,658,23507
44,26912175004,3,658,23507
45,27521337885,175,7748,21513
46,27522437895,20,20,20
47,27522439255,20,20,20
48,27487893386,20,20,20
49,26914146553,20,20,20
50,27522438785,20,20,20
51,27450176871,20,20,20
52,27487892696,20,20,20
53,27522438565,20,20,20
54,26914146563,20,20,20
55,27487893026,20,20,20
56,26914146143,20,20,20
57,27522438195,20,20,20
58,27487892876,20,20,20
59,27450176771,20,20,20
60,27450704631,103,5057,32070
61,27248402690,9,13,45
62,27248403430,9,13,45
63,27248404660,9,13,45
64,27426261762,9,13,45
65,27426262362,9,13,45
66,27426262512,9,13,45
67,26916708983,2,3,34
68,26916709493,2,3,34
69,26916710183,1,12,37
70,26917141873,1,218,3217
71,27249342760,5,98,418
72,27249848750,5,84,10344
73,27527219715,39,1191,4345
74,26920599364,28,1391,24184
75,26925909814,25,1584,31041
76,27436488002,25,1584,31041
77,27436488902,25,1584,31041
78,27436489302,25,1584,31041
79,27441518412,14,32,49
80,27506450916,146,4888,29172
81,27506497306,8,219,19251
82,27506507716,2,177,16709
83,27506549696,503,879,2379
84,27506553896,503,879,2379
85,27506554246,503,879,2379
86,27264420740,503,879,2379
87,27541144165,503,879,2379
88,27469593701,1,4,45
89,27469594591,1,20,40
90,27469595331,1,8,39
91,27469595981,2,7,148
92,27469596431,2,7,148
93,27469597231,4,7,148
94,27442982602,1,10,145
95,27268718650,1,393,29010
96,26938870484,204,1080,4348
97,27482487361,18,1598,29979
98,27482488101,18,1598,29979
99,27456026652,18,1598,29979
100,26949848863,50,1065,4344
101,27525266186,43,203,5248
102,26952956324,10,664,16163
103,26955360663,1,1,4
104,27491788681,1,1,1
105,26956925753,559,1667,25381
106,27565522235,559,1667,25381
107,26956940313,559,1667,25381
108,27466702592,559,1667,25381
109,27288818490,559,1667,25381
110,27288824930,559,1667,25381
111,26956967133,559,1667,25381
112,26955808294,559,1667,25381
113,26956979643,559,1667,25381
114,27565569245,559,1667,25381
115,27492987261,559,1667,25381
116,27565572575,559,1667,25381
117,27492995611,559,1667,25381
118,27531414306,559,1667,25381
119,27565582225,559,1667,25381
120,27493008501,559,1667,25381
121,27565594695,559,1667,25381
122,27567042575,5,620,2089
123,27534221016,2,147,3263
124,26959148164,3,1176,25087
125,27569117425,273,11896,30348
126,27574865335,20,1605,30024
127,27574866125,20,1605,30024
128,27574867195,20,1605,30024
129,26966328083,6,517,1356
130,27502437381,6,517,1356
131,27477129042,3,6,6
132,26967540584,559,1667,25381
133,27504677171,559,1667,25381
134,27504680071,559,1667,25381
135,27478364902,559,1667,25381
136,27478367002,559,1667,25381
137,27543095246,559,1667,25381
138,27504692111,559,1667,25381
139,26968536723,559,1667,25381
140,27543100286,559,1667,25381
141,27543101846,559,1667,25381
142,27504709471,559,1667,25381
143,27300463620,559,1667,25381
144,26969478373,68,1077,4351
145,26968844564,1,1,4
146,27507010391,2,90,142
147,27507011001,2,93,141
148,27507011711,1,109,139
149,27507012141,1,101,140
150,27583693545,12,258,6433
151,27551362526,1,1,4
152,27551364396,1,1,4
153,27551366216,2,2,4
154,27486633832,2,2,4
155,26976800863,1,1,1
156,26975690214,1,1,1
157,27585586185,1,1,1
158,27585589455,1,1,1
159,27486655952,2,2,2
160,27551410496,2,2,2
161,27486661232,2,110,328
162,26975725324,1,6,11202
163,26977014683,8,703,20530
164,27308747780,8,715,20448
165,27551582526,73,1682,25143
166,27308756670,18,931,34598
167,27551588316,25,1021,34710
168,27585775645,28,1043,34693
169,27585779225,10,945,35058
170,26977040393,10,945,35058
171,27308995810,508,9980,31150
172,27487057832,123,9104,30820
173,27487068132,555,11348,30945
174,27585955775,555,11348,30945
