,photo_id,density_10m,density_100m,density_500m
121,16356432,101,198,1143
122,16356440,101,198,1143
123,16356444,101,198,1143
124,16356445,101,198,1143
125,16356454,101,198,1143
126,16356457,101,198,1143
127,16356464,101,198,1143
128,16356465,101,198,1143
129,16356467,101,198,1143
130,16356471,101,198,1143
131,16356476,101,198,1143
132,16356486,101,198,1143
133,16356489,101,198,1143
134,16495072,44,44,44
135,16495124,44,44,44
136,16495165,44,44,44
137,16495180,44,44,44
138,16495217,44,44,44
139,16495244,44,44,44
140,16495253,44,44,44
141,16495342,44,44,44
142,16495361,44,44,44
143,16495391,44,44,44
144,16495484,44,44,44
145,16495508,44,44,44
146,16495543,44,44,44
147,16495566,44,44,44
148,16495588,44,44,44
149,16495603,44,44,44
150,16495618,44,44,44
151,16495643,44,44,44
152,16495681,44,44,44
153,16495723,44,44,44
154,16495758,44,44,44
155,16495805,44,44,44
156,16495824,44,44,44
157,16495845,44,44,44
158,16495869,44,44,44
159,16495879,44,44,44
160,16495905,44,44,44
161,16495944,44,44,44
162,16495954,44,44,44
163,16495959,44,44,44
164,16495981,44,44,44
165,16496009,44,44,44
166,16496046,44,44,44
167,16496068,44,44,44
168,16496083,44,44,44
169,16496137,44,44,44
170,16496143,44,44,44
171,16496173,44,44,44
172,16496226,44,44,44
173,16496268,44,44,44
174,16496278,44,44,44
175,16496292,44,44,44
176,16496308,44,44,44
177,16496326,44,44,44
178,17345241,2,7,2460
179,123793171,141,465,11048
180,123793807,141,465,11048
181,123794132,141,465,11048
182,123794282,141,465,11048
183,123794412,141,465,11048
184,123794882,141,465,11048
185,123809141,141,465,11048
186,123812481,141,465,11048
187,123812566,141,465,11048
188,123812669,141,465,11048
189,123812782,141,465,11048
190,123812893,141,465,11048
191,123813027,141,465,11048
192,123813143,141,465,11048
193,123813256,141,465,11048
194,123813365,141,465,11048
195,123813497,141,465,11048
196,123813621,141,465,11048
197,123813773,141,465,11048
198,123813878,141,465,11048
199,123813951,141,465,11048
200,123814049,141,465,11048
201,123814145,141,465,11048
202,123814231,141,465,11048
203,123814329,141,465,11048
204,123777847,141,465,11048
205,123777955,141,465,11048
206,123778084,141,465,11048
207,123778208,141,465,11048
208,123778362,141,465,11048
209,123778466,141,465,11048
210,123778626,141,465,11048
211,123778780,141,465,11048
212,123778928,141,465,11048
213,123779094,141,465,11048
214,123779185,141,465,11048
215,123779299,141,465,11048
216,123779389,141,465,11048
217,123779486,141,465,11048
218,123779574,141,465,11048
219,123779689,141,465,11048
220,123779754,141,465,11048
221,123779875,141,465,11048
222,123779988,141,465,11048
223,123780100,141,465,11048
224,123780213,141,465,11048
225,123780290,141,465,11048
226,123780392,141,465,11048
227,123780524,141,465,11048
228,123780621,141,465,11048
229,123780712,141,465,11048
230,123780807,141,465,11048
231,123780926,141,465,11048
232,123781026,141,465,11048
233,123781143,141,465,11048
234,123781274,141,465,11048
235,123781720,141,465,11048
236,123781829,141,465,11048
237,123781948,141,465,11048
238,123782070,141,465,11048
239,123782212,141,465,11048
240,123781404,141,465,11048
241,123781583,141,465,11048
242,17764409,8,9,44
243,17765964,8,9,44
244,17766876,8,9,44
245,17766973,8,9,44
246,17767862,1,1,4
247,17768668,8,9,44
248,17768790,8,9,44
249,17769278,8,9,44
250,17770180,8,9,44
251,123782316,141,465,11048
252,123782419,141,465,11048
253,123782544,141,465,11048
254,123782646,141,465,11048
255,123782756,141,465,11048
256,123782832,141,465,11048
257,123782932,141,465,11048
258,123783020,141,465,11048
259,123783136,141,465,11048
260,123783202,141,465,11048
261,123783303,141,465,11048
262,123783396,141,465,11048
263,123783488,141,465,11048
264,123783614,141,465,11048
265,123783703,141,465,11048
266,123783799,141,465,11048
267,123783929,141,465,11048
268,123784030,141,465,11048
269,123784140,141,465,11048
270,123784258,141,465,11048
271,123784400,141,465,11048
272,123784518,141,465,11048
273,123784634,141,465,11048
274,123784737,141,465,11048
275,123784858,141,465,11048
276,123784984,141,465,11048
277,123785191,141,465,11048
278,123785313,141,465,11048
279,123785425,141,465,11048
280,123785556,141,465,11048
281,123785685,141,465,11048
282,123785822,141,465,11048
283,123785926,141,465,11048
284,123786045,141,465,11048
285,123786175,141,465,11048
286,123786322,141,465,11048
287,123786436,141,465,11048
288,17865621,1,1,3
289,123786655,141,465,11048
290,123786846,141,465,11048
291,123786977,141,465,11048
292,123787105,141,465,11048
293,123787235,141,465,11048
294,123787330,141,465,11048
295,123787444,141,465,11048
296,123787559,141,465,11048
297,18055790,2,423,23642
298,18153987,14,7171,32544
299,28054214,29,460,39460
300,28054428,29,460,39460
301,28054779,29,460,39460
302,28055033,29,460,39460
303,28055231,29,460,39460
304,28055427,29,460,39460
305,28055603,29,460,39460
306,28055982,29,460,39460
307,28056076,29,460,39460
308,28056290,29,460,39460
309,28056420,29,460,39460
310,28056751,29,460,39460
311,28056988,29,460,39460
312,28057285,29,460,39460
313,28057529,29,460,39460
314,28057882,38,1321,26368
315,28058255,38,1321,26368
316,28058520,38,1321,26368
317,28058814,38,1321,26368
318,28059272,38,1321,26368
319,28059461,38,1321,26368
320,28059647,38,1321,26368
321,28059851,38,1321,26368
322,28060090,38,1321,26368
323,28060373,38,1321,26368
324,28060551,38,1321,26368
325,28060858,38,1321,26368
326,28061105,38,1321,26368
327,28061283,38,1321,26368
328,28061401,38,1321,26368
329,28061556,38,1321,26368
330,28061723,29,460,39460
331,28062012,29,460,39460
332,28062280,29,460,39460
333,28062593,29,460,39460
334,28062877,29,460,39460
335,28063045,29,460,39460
336,28063347,29,460,39460
337,28063682,29,460,39460
338,28063919,29,460,39460
339,28064099,29,460,39460
340,28064390,280,11983,30548
341,28064619,280,11983,30548
342,28064849,280,11983,30548
343,28065105,280,11983,30548
344,28065425,280,11983,30548
345,28065605,280,11983,30548
346,28065872,280,11983,30548
347,28066184,280,11983,30548
348,28066315,1,4,1177
349,28066464,6,67,724
350,28066642,6,67,724
351,28066979,6,67,724
352,28067286,6,67,724
353,28067481,6,67,724
354,28067660,6,67,724
355,28067847,4,4,4
356,28068031,4,4,4
357,28068308,4,4,4
358,28068498,4,4,4
359,28849284,3,3,3
360,29106417,3,3,3
361,29474199,3,5,239
362,29889764,3,5,239
363,29976375,371,5710,26186
364,30089060,3,3,3
365,30188771,3,1723,23933
366,30193025,1,58,10273
367,30362974,7,214,5311
368,30364666,7,214,5311
369,30364667,7,214,5311
370,30367773,7,214,5311
371,30371031,7,214,5311
372,30371032,7,214,5311
373,30414221,16,16,22
374,30448064,2,77,111
375,30634644,2,2,2
376,30665873,16,16,22
377,30690088,29,175,6182
378,31039470,1,1,1
379,31223680,16,16,22
380,31284288,1,4,77
381,31288444,514,5005,24638
382,31459975,17,195,2440
383,31461601,36,1744,25464
384,31487683,16,16,22
385,32055805,16,16,22
386,32069258,7,7,7
387,32080308,7,7,7
388,32081683,7,7,7
389,32364764,7,7,7
390,32365631,7,7,7
391,32435137,7,7,7
392,32699185,3,5,239
393,32863505,1270,7907,21464
394,32863507,3,978,28727
395,32863506,1220,11385,31234
396,32933306,9,1811,20819
397,32933307,9,1811,20819
398,32933305,9,1811,20819
399,32934260,9,1811,20819
400,32934258,9,1811,20819
401,32934259,9,1811,20819
402,32934257,9,1811,20819
403,32934261,9,1811,20819
404,33006314,15,31,1807
405,33183113,2,349,8406
406,33184371,2,349,8406
407,34507615,514,5005,24638
408,34507794,1,190,3111
409,34507896,8,1142,4321
410,34508068,341,11427,30848
411,34508191,341,11427,30848
412,34508285,341,11427,30848
413,34508344,341,11427,30848
414,34508389,341,11427,30848
415,34508435,1,451,4632
416,34509070,17,195,2440
417,34509226,17,195,2440
418,34509328,17,195,2440
419,34509412,17,195,2440
420,34509483,17,195,2440
421,34511586,60,1641,10490
422,34512017,172,11497,30782
423,34512063,172,11497,30782
424,34512164,72,12178,31233
425,34512242,595,10333,31266
426,34512311,172,11497,30782
427,34512382,172,11497,30782
428,34512565,172,11497,30782
429,34512676,172,11497,30782
430,34512764,595,10333,31266
431,34512838,172,11497,30782
432,34512950,595,10333,31266
433,34513315,514,5005,24638
434,34516408,1,149,6946
435,34518704,514,5005,24638
436,34518873,514,5005,24638
437,34518956,514,5005,24638
438,34519018,514,5005,24638
439,34519080,514,5005,24638
440,34519247,514,5005,24638
441,34519344,514,5005,24638
442,34519394,514,5005,24638
443,34519483,514,5005,24638
444,34519545,514,5005,24638
445,34519853,514,5005,24638
446,34519908,514,5005,24638
447,34519962,514,5005,24638
448,34519993,560,4276,34322
449,34520667,172,11497,30782
450,34520795,172,11497,30782
451,34520900,172,11497,30782
452,34521019,172,11497,30782
453,34521235,172,11497,30782
454,34521335,595,10333,31266
455,34521423,595,10333,31266
456,34521507,172,11497,30782
457,34521596,172,11497,30782
458,34521688,172,11497,30782
459,34521880,172,11497,30782
460,34521951,2,3,162
461,34522052,172,11497,30782
462,34522202,172,11497,30782
463,34522318,172,11497,30782
464,34522405,172,11497,30782
465,34522476,172,11497,30782
466,34522553,8,1153,27331
467,34522678,172,11497,30782
468,34522844,8,1153,27331
469,34523106,8,1153,27331
470,34523279,8,1153,27331
471,34523716,2,469,18521
472,34523826,15,700,12595
473,34523911,72,1087,10519
474,34523969,72,1087,10519
475,34524020,90,1545,10796
476,34524084,72,1087,10519
477,34524139,72,1087,10519
478,34524172,72,1087,10519
479,34524253,6,16,144
480,34524326,6,16,144
481,34524390,6,16,144
482,34524479,6,16,144
483,34799904,2,359,722
484,34888509,37,12081,32383
485,34929016,196,5054,25026
486,35090107,15,294,13889
487,35090108,39,1179,26504
488,35093942,39,1179,26504
489,35093947,71,2831,24491
490,35093944,39,1179,26504
491,35093946,640,5028,24840
492,35093943,39,1179,26504
493,35093945,39,1179,26504
494,35095265,34,4158,20530
495,35095266,248,2525,19775
496,35095264,7,2984,37428
497,35101273,17,6008,30143
498,35101276,15,396,18605
499,35101272,17,6008,30143
500,35169019,14,714,24842
501,35169016,131,5749,30245
502,35169015,131,5749,30245
503,35169018,62,8722,33266
504,35186019,7,7,7
505,35556205,18,443,26695
506,35557773,18,443,26695
507,35625051,76,5310,26127
508,35833868,2,3,162
509,36254994,6,2223,23146
510,36254992,93,2111,23311
511,36254990,190,1493,20491
512,36254991,190,1493,20491
513,36254993,6,2223,23146
514,36255350,488,5065,25029
515,36255355,281,4612,30439
516,36255353,281,4612,30439
517,36255352,7,4764,27442
518,36255354,281,4612,30439
519,36255351,8,398,5984
520,36257117,488,5065,25029
521,36257114,488,5065,25029
522,36257116,488,5065,25029
523,36257118,488,5065,25029
524,36257115,488,5065,25029
525,36257119,488,5065,25029
526,36259112,147,4619,29823
527,36259113,147,4619,29823
528,36259552,148,6109,32101
529,36259548,65,7079,33460
530,36259550,433,11650,30205
531,36259549,65,7079,33460
532,36259551,148,6109,32101
533,36259547,65,7079,33460
534,36260565,20,5726,29785
535,36260564,433,11650,30205
536,36260563,81,7094,30555
537,36260566,13,2873,29623
538,36260567,10,640,28923
539,36264451,44,1797,30420
540,36264453,25,1405,28539
541,36264452,44,1797,30420
542,36264455,25,1405,28539
543,36264454,25,1405,28539
544,36264955,44,1797,30420
545,36264954,44,1797,30420
546,36264956,44,1797,30420
547,36265599,44,1797,30420
548,36265602,44,1797,30420
549,38212940,51,122,281
550,38212964,51,122,281
551,38212980,129,129,130
552,38212993,51,122,281
553,38213037,51,122,281
554,38213145,51,122,281
555,38213183,51,122,281
556,38213216,51,122,281
557,38213267,51,122,281
558,38213278,129,129,130
559,38213339,51,122,281
560,38213370,51,122,281
561,38213421,51,122,281
562,38213455,51,122,281
563,38213556,51,122,281
564,38213593,51,122,281
565,38213655,51,122,281
566,38213659,129,129,130
567,38213702,51,122,281
568,38213736,51,122,281
569,38213771,51,122,281
570,38213831,51,122,281
571,38213873,51,122,281
572,38213940,51,122,281
573,38213992,51,122,281
574,38214004,129,129,130
575,38214035,51,122,281
576,38214057,51,122,281
577,38214090,51,122,281
578,38214135,51,122,281
579,38214176,51,122,281
580,38214221,51,122,281
581,38214260,51,122,281
582,38214269,129,129,130
583,38214287,51,122,281
584,38214339,51,122,281
585,38214364,51,122,281
586,38214386,51,122,281
587,38214428,51,122,281
588,38214455,51,122,281
589,38214500,129,129,130
590,38214521,51,122,281
591,38214549,51,122,281
592,38214583,51,122,281
593,38214631,51,122,281
594,38214656,51,122,281
595,38214713,51,122,281
596,38214771,51,122,281
597,38214777,129,129,130
598,38214803,51,122,281
599,38214837,51,122,281
600,38214869,51,122,281
601,38214897,51,122,281
602,38214923,51,122,281
603,38215053,129,129,130
604,38215105,51,122,281
605,38215132,51,122,281
606,38215208,51,122,281
607,38215229,51,122,281
608,38215253,129,129,130
609,38215710,129,129,130
610,38215936,129,129,130
611,38216105,129,129,130
612,38216300,129,129,130
613,38216447,129,129,130
614,38216657,129,129,130
615,38217063,129,129,130
616,38217310,129,129,130
617,38217550,129,129,130
618,38217788,129,129,130
619,38218008,129,129,130
620,38218240,129,129,130
621,38218409,129,129,130
622,38218680,129,129,130
623,38218926,129,129,130
624,38219168,129,129,130
625,38219425,129,129,130
626,38219615,129,129,130
627,38220054,129,129,130
628,38220269,129,129,130
629,38220418,129,129,130
630,38220707,129,129,130
631,38221727,129,129,130
632,38222022,129,129,130
633,38222221,129,129,130
634,38222529,129,129,130
635,38222830,129,129,130
636,38223141,129,129,130
637,38223477,129,129,130
638,38223792,129,129,130
639,38224018,129,129,130
640,38224295,129,129,130
641,38224589,129,129,130
642,38224911,129,129,130
643,38225247,129,129,130
644,38225513,129,129,130
645,38225790,129,129,130
646,38226034,129,129,130
647,38226443,129,129,130
648,38226729,129,129,130
649,38227062,129,129,130
650,38227303,129,129,130
651,38227627,129,129,130
652,38228638,129,129,130
653,38228888,129,129,130
654,38229226,129,129,130
655,38229658,129,129,130
656,38229921,129,129,130
657,38230593,129,129,130
658,38232160,129,129,130
659,38232427,129,129,130
660,38232700,129,129,130
661,38233040,129,129,130
662,38233457,129,129,130
663,38233744,129,129,130
664,38234145,129,129,130
665,38234504,129,129,130
666,38234845,129,129,130
667,38235255,129,129,130
668,38236024,129,129,130
669,38237322,129,129,130
670,38237802,129,129,130
671,38238181,129,129,130
672,38239021,129,129,130
673,38239557,129,129,130
674,38240705,129,129,130
675,38241421,129,129,130
676,38241829,129,129,130
677,38242167,129,129,130
678,38242496,129,129,130
679,38242818,129,129,130
680,38243124,129,129,130
681,38243384,129,129,130
682,38243683,129,129,130
683,38244053,129,129,130
684,38244468,129,129,130
685,38244974,129,129,130
686,38245326,129,129,130
687,38245409,129,129,130
688,38245752,129,129,130
689,38245882,129,129,130
690,38245993,129,129,130
691,38246121,129,129,130
692,38246255,129,129,130
693,38246334,129,129,130
694,38246587,129,129,130
695,38246965,129,129,130
696,38247085,129,129,130
697,38247192,129,129,130
698,38247549,129,129,130
699,38247916,129,129,130
700,38248234,129,129,130
701,38248530,129,129,130
702,38248607,129,129,130
703,38248980,129,129,130
704,38249401,129,129,130
705,38249715,129,129,130
706,38249864,129,129,130
707,38250299,129,129,130
708,38250398,129,129,130
709,38250762,129,129,130
710,38251155,129,129,130
711,38251470,129,129,130
712,38252087,129,129,130
713,38253008,129,129,130
714,38253344,129,129,130
715,38253652,129,129,130
716,38253724,129,129,130
717,38253789,129,129,130
718,38254033,129,129,130
719,38254342,129,129,130
720,38254589,129,129,130
721,38254971,129,129,130
722,38255042,129,129,130
723,38255366,129,129,130
724,38255802,129,129,130
725,38255920,129,129,130
726,38256385,129,129,130
727,38256523,129,129,130
728,38257091,129,129,130
729,38940769,26,1599,25442
730,38942104,2,1440,25138
731,38942508,134,3606,24837
732,38942599,264,4620,30359
733,40253657,3,6,527
734,40253842,3,6,527
735,40255280,3,6,527
736,40574924,1,1,1
737,40924259,3,1070,26336
738,40924261,85,2103,23042
739,40924258,184,4722,29922
740,40937149,2,21,999
741,41168808,28,730,12082
742,41168809,28,730,12082
743,41168810,28,730,12082
744,41168813,8,724,21732
745,41168814,8,724,21732
746,41168811,28,730,12082
747,41173528,8,724,21732
748,41173534,28,730,12082
749,41173536,28,730,12082
750,41173535,28,730,12082
751,41173530,6,508,12996
752,41173533,28,730,12082
753,41177775,5,191,3866
754,41177776,8,459,4627
755,41177769,3,8,1804
756,41177773,3,8,1804
757,41177774,5,191,3866
758,41177766,3,8,1804
759,41182100,8,459,4627
760,41182107,8,459,4627
761,41182110,8,459,4627
762,41182111,8,459,4627
763,41182102,8,459,4627
764,41182104,8,459,4627
765,41184944,8,459,4627
766,41184949,10,486,38027
767,41184947,10,486,38027
768,41184945,28,623,20651
769,41184946,10,486,38027
770,41184948,10,486,38027
771,41187560,10,486,38027
772,41198340,243,1094,4341
773,41207086,2,21,999
774,41390953,243,1094,4341
775,41390954,243,1094,4341
776,41390956,243,1094,4341
777,41390957,243,1094,4341
778,41390955,243,1094,4341
779,41390952,243,1094,4341
780,41400680,8,140,2457
781,41400679,8,140,2457
782,41400681,8,140,2457
783,41400682,8,140,2457
784,41400684,8,140,2457
785,41400683,8,140,2457
786,41404404,8,140,2457
787,41404405,8,140,2457
788,41404406,1,16,1327
789,41472269,102,2243,16836
790,41472265,11,1406,33983
791,41472271,4,434,27250
792,41472266,102,2243,16836
793,41472272,6,807,10028
794,41472268,102,2243,16836
795,41474147,9,1410,38566
796,41474149,9,1410,38566
797,41474146,6,807,10028
798,41474145,6,807,10028
799,41474150,9,1410,38566
800,41474148,9,1410,38566
801,41477287,9,1410,38566
802,41477288,246,432,1805
803,41479295,21,597,7555
804,41479294,21,597,7555
805,41479293,21,597,7555
806,41479296,21,597,7555
807,41481994,47,147,4487
808,41481991,4,179,2997
809,41481988,6,504,6392
810,41481992,4,179,2997
811,41481993,4,179,2997
812,41481990,4,179,2997
813,41484335,40,7017,30307
814,41484337,145,5169,28123
815,41484331,47,147,4487
816,41484332,47,147,4487
817,41484336,145,5169,28123
818,41514386,639,10596,31564
819,41514385,639,10596,31564
820,41659897,9,1786,10590
821,41659894,7,726,5221
822,41659899,3,249,6081
823,41659898,9,1786,10590
824,41659895,6,702,12559
825,41663329,13,1190,10666
826,41663330,10,622,27082
827,41663327,9,1410,38566
828,41663328,12,5509,30501
829,41663326,44,985,8057
830,41724436,1,4,763
831,41724440,102,2243,16836
832,41724437,2,10,1071
833,41724438,2,10,1071
834,41724439,8,325,6400
835,41726444,102,2243,16836
836,41726443,102,2243,16836
837,41728839,5,104,7776
838,41728841,5,104,7776
839,41728840,5,104,7776
840,41874658,1,1,2
841,41874661,1,1,2
842,41987482,120,979,10299
843,41987970,120,979,10299
844,41988553,120,979,10299
845,41989925,120,979,10299
846,41990295,120,979,10299
847,41990607,120,979,10299
848,41991951,120,979,10299
849,41992085,120,979,10299
850,41992456,120,979,10299
851,41992765,120,979,10299
852,41993258,120,979,10299
853,42003922,120,979,10299
854,42004166,120,979,10299
855,42004228,120,979,10299
856,42005158,120,979,10299
857,42005602,120,979,10299
858,42006383,120,979,10299
859,42007384,120,979,10299
860,42007871,120,979,10299
861,42008333,120,979,10299
862,42008834,120,979,10299
863,42009088,120,979,10299
864,42009571,120,979,10299
865,42010740,120,979,10299
866,42011184,120,979,10299
867,42011681,120,979,10299
868,42012161,120,979,10299
869,42012501,120,979,10299
870,42013054,120,979,10299
871,42013487,120,979,10299
872,42013713,120,979,10299
873,42014080,120,979,10299
874,42014590,120,979,10299
875,42014919,120,979,10299
876,42015451,120,979,10299
877,42016035,120,979,10299
878,42017014,120,979,10299
879,42017450,120,979,10299
880,42017963,120,979,10299
881,42018529,120,979,10299
882,42018598,2,199,2747
883,42018623,3,196,2722
884,42018689,3,3,3
885,42018691,3,3,3
886,42018978,120,979,10299
887,42019403,120,979,10299
888,42020662,120,979,10299
889,42021171,120,979,10299
890,42021400,120,979,10299
891,42022059,120,979,10299
892,42022640,120,979,10299
893,42023366,120,979,10299
894,42024236,120,979,10299
895,42024714,120,979,10299
896,42025172,120,979,10299
897,42026041,120,979,10299
898,42026365,120,979,10299
899,42026848,120,979,10299
900,42037236,120,979,10299
901,42037658,120,979,10299
902,42038291,120,979,10299
903,42038709,120,979,10299
904,42039151,120,979,10299
905,42040044,120,979,10299
906,42040631,120,979,10299
907,42041198,120,979,10299
908,42042071,120,979,10299
909,42042774,120,979,10299
910,42043800,120,979,10299
911,42044558,120,979,10299
912,42045196,120,979,10299
913,42067598,120,979,10299
914,42068006,120,979,10299
915,42068392,120,979,10299
916,42068743,120,979,10299
917,42068977,120,979,10299
918,42069136,120,979,10299
919,42069489,120,979,10299
920,42069883,120,979,10299
921,42070190,120,979,10299
922,42070556,120,979,10299
923,42070955,120,979,10299
924,42071418,120,979,10299
925,42072095,120,979,10299
926,42072520,120,979,10299
927,42072876,120,979,10299
928,42073260,120,979,10299
929,42073475,120,979,10299
930,42073678,120,979,10299
931,42074313,120,979,10299
932,42081567,120,979,10299
933,42082092,120,979,10299
934,42082862,120,979,10299
935,42083278,120,979,10299
936,42084027,120,979,10299
937,42084580,120,979,10299
938,42085099,120,979,10299
939,42085537,120,979,10299
940,42086198,120,979,10299
941,42086768,120,979,10299
942,42087013,120,979,10299
943,42087703,120,979,10299
944,42088331,120,979,10299
945,42088803,120,979,10299
946,42098566,120,979,10299
947,42105721,120,979,10299
948,42106027,120,979,10299
949,42106279,120,979,10299
950,42106504,120,979,10299
951,42106804,120,979,10299
952,42106994,120,979,10299
953,42107248,120,979,10299
954,42782708,9,161,3322
955,42782705,40,7017,30307
956,42782704,40,7017,30307
957,42782706,9,161,3322
958,42782710,9,161,3322
959,42786138,9,161,3322
960,42786141,4,193,2997
961,42786143,4,193,2997
962,42786137,9,161,3322
963,42786144,4,193,2997
964,42788491,1,15,1414
965,42788488,2,14,1049
966,42788484,4,193,2997
967,42788485,2,14,1049
968,43056867,102,2243,16836
969,43056868,102,2243,16836
970,43056870,102,2243,16836
971,43096725,11,908,26107
972,43096728,11,908,26107
973,43096727,195,1762,25205
974,43096730,11,908,26107
975,43096732,11,908,26107
976,43096731,11,908,26107
977,43100420,195,1762,25205
978,43100421,195,1762,25205
979,43100419,195,1762,25205
980,43100427,195,1762,25205
981,43100428,195,1762,25205
982,43100424,195,1762,25205
983,43103986,195,1762,25205
984,43103989,11,908,26107
985,43103987,11,908,26107
986,43103988,4,1425,26037
987,43103990,11,908,26107
988,43106697,2,65,3337
989,43112902,3,2282,8519
990,43112935,3,2282,8519
991,43113016,3,155,4085
992,43113147,43,541,22234
993,43113189,24,820,18713
994,43113217,478,11986,30288
995,43113244,41,7820,21802
996,43113272,31,1072,17017
997,43113287,102,2143,19733
998,43113324,102,2143,19733
999,43113342,9,678,23661
1000,43113367,3,433,25620
1001,43351297,24,475,26409
1002,43351295,24,475,26409
1003,43351293,24,475,26409
1004,43351298,24,475,26409
1005,43351294,24,475,26409
1006,43355959,24,475,26409
1007,43355955,24,475,26409
1008,43355957,24,475,26409
1009,43355953,24,475,26409
1010,43355958,24,475,26409
1011,43357440,24,475,26409
1012,43357438,24,475,26409
1013,43378157,2,65,3337
1014,43598595,1,1,411
1015,43751820,3,50,1641
1016,43753064,1,23,1885
1017,43753062,3,50,1641
1018,43753066,34,1256,27807
1019,43754385,5,15,1833
1020,43754382,5,15,1833
1021,43754379,5,15,1833
1022,43754384,5,15,1833
1023,43754381,5,15,1833
1024,43883802,1,1,1
1025,43989140,102,2243,16836
1026,43989141,102,2243,16836
1027,44046857,102,2243,16836
1028,44046861,4,64,6819
1029,44046858,14,713,7397
1030,44046859,14,713,7397
1031,44046860,14,713,7397
1032,44049019,3,178,5402
1033,44049018,3,178,5402
1034,44049017,3,178,5402
1035,44051126,102,2243,16836
1036,44053228,100,1550,10963
1037,44053230,1,1087,11013
1038,44053229,100,1550,10963
1039,44054827,2,191,6167
1040,44057224,59,917,3049
1041,44057223,3,537,3020
1042,44057225,59,917,3049
1043,44057221,3,537,3020
1044,44391540,21,403,19666
1045,44391588,38,418,5321
1046,44391620,449,11668,30227
1047,44391762,133,1626,10072
1048,44391780,4,200,1990
1049,44538652,2,39,554
1050,44542456,8,84,8296
1051,44543266,8,84,8296
1052,44543292,8,84,8296
1053,44543311,8,84,8296
1054,44544567,15,808,25118
1055,44544602,15,808,25118
1056,44544621,15,808,25118
1057,44544648,15,808,25118
1058,44544666,15,808,25118
1059,44544690,15,808,25118
1060,44544727,15,808,25118
1061,44544744,15,808,25118
1062,44545308,8,84,8296
1063,44545334,8,84,8296
1064,44545347,8,84,8296
1065,44545365,8,84,8296
1066,44545408,15,819,11915
1067,44545430,15,819,11915
1068,44545471,15,819,11915
1069,44545497,15,819,11915
